form,"('FR940104-0-00003', 16)"
38,"('FR940104-0-00003', 8)"
weekli,"('FR940104-0-00003', 2)"
3,"('FR940104-0-00003', 5)"
daili,"('FR940104-0-00003', 2)"
manifest,"('FR940104-0-00003', 4)"
allot,"('FR940104-0-00003', 3)"
util,"('FR940104-0-00003', 1)"
rail,"('FR940104-0-00003', 5)"
car,"('FR940104-0-00003', 4)"
shipment,"('FR940104-0-00003', 7)"
unanim,"('FR940104-0-00003', 1)"
recommend,"('FR940104-0-00003', 5)"
committe,"('FR940104-0-00003', 16)"
interim,"('FR940104-0-00003', 2)"
issu,"('FR940104-0-00003', 1)"
octob,"('FR940104-0-00003', 1)"
8,"('FR940104-0-00003', 2)"
1993,"('FR940104-0-00003', 2)"
publish,"('FR940104-0-00003', 1)"
feder,"('FR940104-0-00003', 1)"
regist,"('FR940104-0-00003', 1)"
907141,"('FR940104-0-00003', 2)"
908131,"('FR940104-0-00003', 3)"
908141,"('FR940104-0-00003', 2)"
effect,"('FR940104-0-00003', 2)"
provid,"('FR940104-0-00003', 3)"
30,"('FR940104-0-00003', 1)"
day,"('FR940104-0-00003', 1)"
comment,"('FR940104-0-00003', 2)"
period,"('FR940104-0-00003', 2)"
end,"('FR940104-0-00003', 1)"
novemb,"('FR940104-0-00003', 1)"
15,"('FR940104-0-00003', 2)"
receiv,"('FR940104-0-00003', 3)"
section,"('FR940104-0-00003', 4)"
90767,"('FR940104-0-00003', 1)"
90867,"('FR940104-0-00003', 1)"
author,"('FR940104-0-00003', 1)"
exempt,"('FR940104-0-00003', 6)"
handl,"('FR940104-0-00003', 2)"
commerci,"('FR940104-0-00003', 3)"
process,"('FR940104-0-00003', 3)"
juic,"('FR940104-0-00003', 1)"
907131,"('FR940104-0-00003', 2)"
procedur,"('FR940104-0-00003', 2)"
govern,"('FR940104-0-00003', 2)"
impos,"('FR940104-0-00003', 1)"
ensur,"('FR940104-0-00003', 3)"
person,"('FR940104-0-00003', 1)"
acquir,"('FR940104-0-00003', 1)"
approv,"('FR940104-0-00003', 5)"
submit,"('FR940104-0-00003', 7)"
applic,"('FR940104-0-00003', 3)"
14,"('FR940104-0-00003', 1)"
list,"('FR940104-0-00003', 2)"
refer,"('FR940104-0-00003', 2)"
complianc,"('FR940104-0-00003', 2)"
depart,"('FR940104-0-00003', 2)"
investig,"('FR940104-0-00003', 1)"
copi,"('FR940104-0-00003', 1)"
divers,"('FR940104-0-00003', 1)"
dispos,"('FR940104-0-00003', 1)"
crop,"('FR940104-0-00003', 1)"
year,"('FR940104-0-00003', 1)"
occur,"('FR940104-0-00003', 1)"
submiss,"('FR940104-0-00003', 3)"
longer,"('FR940104-0-00003', 1)"
ad,"('FR940104-0-00003', 2)"
1990,"('FR940104-0-00003', 1)"
believ,"('FR940104-0-00003', 2)"
inform,"('FR940104-0-00003', 6)"
enter,"('FR940104-0-00003', 1)"
fresh,"('FR940104-0-00003', 1)"
fruit,"('FR940104-0-00003', 1)"
comparison,"('FR940104-0-00003', 1)"
total,"('FR940104-0-00003', 2)"
amount,"('FR940104-0-00003', 2)"
give,"('FR940104-0-00003', 1)"
method,"('FR940104-0-00003', 1)"
verifi,"('FR940104-0-00003', 1)"
found,"('FR940104-0-00003', 1)"
collect,"('FR940104-0-00003', 2)"
creat,"('FR940104-0-00003', 2)"
burden,"('FR940104-0-00003', 2)"
revis,"('FR940104-0-00003', 1)"
made,"('FR940104-0-00003', 1)"
minor,"('FR940104-0-00003', 1)"
modif,"('FR940104-0-00003', 1)"
purpos,"('FR940104-0-00003', 1)"
clariti,"('FR940104-0-00003', 1)"
chang,"('FR940104-0-00003', 1)"
concern,"('FR940104-0-00003', 1)"
90771,"('FR940104-0-00003', 1)"
90871,"('FR940104-0-00003', 1)"
furnish,"('FR940104-0-00003', 1)"
carton,"('FR940104-0-00003', 1)"
segreg,"('FR940104-0-00003', 1)"
size,"('FR940104-0-00003', 1)"
24,"('FR940104-0-00003', 2)"
hour,"('FR940104-0-00003', 2)"
destin,"('FR940104-0-00003', 1)"
point,"('FR940104-0-00003', 1)"
alaska,"('FR940104-0-00003', 1)"
canada,"('FR940104-0-00003', 1)"
ship,"('FR940104-0-00003', 1)"
prior,"('FR940104-0-00003', 1)"
date,"('FR940104-0-00003', 1)"
truck,"('FR940104-0-00003', 2)"
ident,"('FR940104-0-00003', 1)"
certif,"('FR940104-0-00003', 1)"
assign,"('FR940104-0-00003', 1)"
duplic,"('FR940104-0-00003', 1)"
document,"('FR940104-0-00003', 1)"
substanti,"('FR940104-0-00003', 1)"
